product_url,product_name,store_name,reviewer_name,rating,review_text,review_date,variant,helpful_count,scraped_at,review_id
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,E***s,5,"Akhirnya barang yang ditunggu-tunggu datang juga, mendarat dengan selamat, sempet g yakin mau beli online karena dari harga jauh lebih murah dari ofline tapi aku yakinin...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832,98125386393a
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Barang sudah sampai resmi Indonesia kode SA/A dapat harga murce #belidiWennywijaya,Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832,c363bec1b74e
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"PO pas 12.12 dapt harga 7.526 hehhe, nunggu 2 minggu baru dikirim, dan 5 hari perjalanan.. Alhamdulillah ori, puass.. Karna udah sring nonton live akhir nya mutusin buat...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832,143019058fc2
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Barang mendarat dengan selamat original ibox ada kartu garansinya dan bonus softcase dan anti gores,Lebih dari 1 tahun lalu,Varian: Red,0,2026-01-12T20:28:42.369832,acc3b1586f89
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,r***r,5,"Nilai uang: Worth it Dibandingkan dengan deskripsi: Sesuai Kualitas produk: Bagus Jujur sih ini pertama kali aku beli hp online tadinya ragu tapi alhamdulillah amanah, hp...",Lebih dari 1 tahun lalu,Varian: Purple,0,2026-01-12T20:28:42.369832,76df08c4987e
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Maaf ya baru sempat beri ulasan,paket smpai dengan selamat di Kab. Sidrap Sul-sel.milano tempat yg paling amanah u beli iphone garansi ibox pastinya Terima kasih puas bng...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832,d55f0f184da2
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,v***s,5,"Disini bener-bener trusted banget terpercaya, new ori garansi resmi ibox semua aman 100% packing oke pengiriman ke bogor juga oke banget cuma 1 hari gila banget!! + yang...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832,a9cb3b9f33d9
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,a***r,5,setelah di cek ternyata resmi indonesia yah bagus banget cepet pengirimannya aman juga pake pelindungnya semoga awet batrenya 100% model seri pA/A semoga berkah tokonya🙏...,Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832,1b59c265fe27
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,A***a,5,"Barang original bergaransi segel,pengiriman cepat, Banyak dapat free, pokoknya trust bgt belanja disini udah gitu harga nya miring #belidiwenny",Lebih dari 1 tahun lalu,Varian: White,0,2026-01-12T20:28:42.369832,4f96d1cf0b12
https://www.tokopedia.com/milano-cell/fs-milano-apple-iphone-17-256gb-garansi-resmi-1733680775158727703,[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,a***o,5,"Recomemded Sesuai dengan yg di jual garansi new ibox , tpi aku kecwa nya nggak dapat emas mini goldnya, hanya dpt case dan tppred glass, pdhl dsitu ada tertera dpt emas,...",Lebih dari 1 tahun lalu,Varian: Black,0,2026-01-12T20:28:42.369832,27f14934627a
