review_id,product_url,product_name,store_name,reviewer_name,rating,review_text,review_date,variant,helpful_count,scraped_at
a3f0662fc1ea,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,M***y,5,Pengiriman cepat. Barang original dan berfungsi dengan baik. Garansi aktif,1 minggu lalu,Varian: 256GB - Lavender,0,2026-01-13T07:01:32.853512
990ef0cda877,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,S***n,5,Iphone berfungsi dgn baik. semoga awet :) brand new in box dan garansi resmi. harga pun bersaing. jgn ragu2 yang mau beli ;),2 bulan lalu,Varian: 256GB - Lavender,0,2026-01-13T07:01:32.944362
5be2686dfdec,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,X***k,5,"Kejernihan lensa: Ok Kualitas pengerjaan: Ok Jika yang mau beli handphone, di mari aja DIGITECH , terutama iphone, harga terjangkau, unit resmi bergaransi bli bli, seller...",1 minggu lalu,Varian: 256GB - Lavender,0,2026-01-13T07:01:33.016255
aa1e668279d1,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,A***e,5,Barang BNIB garansi aktif 1thn. Keren bgt. Tksh seller 👍👍👍,3 minggu lalu,Varian: 256GB - White,0,2026-01-13T07:01:33.089875
17ab15c1f12c,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,Y***b,5,Sesuai deskripsi👍🏻👍🏻,6 hari lalu,Varian: 256GB - Lavender,0,2026-01-13T07:01:33.165875
d35c2b95af9e,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,R***m,5,Sejauh ini aman,2 bulan lalu,Varian: 256GB - Lavender,0,2026-01-13T07:01:33.237047
c20844e9d6b6,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,L***k,5,barang original,2 bulan lalu,Varian: 256GB - Sage,0,2026-01-13T07:01:33.312314
c1e13ef71465,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,A***n,5,"Mantap, pengiriman cepat ke Makassar, barang Original tanpa lecet dan kendala.",2 minggu lalu,Varian: 256GB - Black,0,2026-01-13T07:01:33.392020
e82df631e176,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,Anonymous,5,"Barang dikirim sesuai. Sejauh ini aman tidak ada kendala. Barang ori, iphone 17 basic lavender 256gb",1 bulan lalu,Varian: 256GB - Lavender,0,2026-01-13T07:01:33.494271
eb5e6b5b3d2c,https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1732763953374004851,"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,S***n,5,"Jangan ragu beli produk Apple di sini, benar2 seller terpercaya, dua jempol.... sy sudah pakai 2 bulan dan tidak ada masalah",2 hari lalu,Varian: 256GB - Mist Blue,0,2026-01-13T07:01:33.567508
