review_id,product_url,product_name,store_name,reviewer_name,rating,review_text,review_date,variant,helpful_count,scraped_at
e3303a8b7b88,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"Halo saya membeli Iphone 13 pro melalui studio ponsel, saya saat ini ingin memakai esim saya namun tidak bisa, saya sudah komplain ke toko melalui wa maupun chat tokped d...",Lebih dari 1 tahun lalu,Varian: 13 Pro 128GB - Graphite,0,2026-03-12T02:15:23.049958
b215e9c0d13e,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,E***s,1,"Untuk unit brand new in box, namun ketika diawal pembalian dan tanya apakah unit inter ini dapat sinyal. Toko ini claim bahwa sinyal dapat digunakan walau iphone inter. 2...",Lebih dari 1 tahun lalu,Varian: 13 Pro 128GB - Graphite,0,2026-03-12T02:16:19.568532
96ae4474facb,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,2,"Pelayanan superrr lama.. pesan instant, dikirim next day, nyampe maghrib pula, pdhl diblg ikut pengiriman pertama. alasannya ad urusan jd tutup cepet. alasan ini jg dibil...",Lebih dari 1 tahun lalu,Varian: 13 Pro 128GB - Green IBOX,0,2026-03-12T02:16:23.306798
ab97fa0c4a6e,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,2,"Transaksi berhasil dgn warna biru tapi setelahnya penjual minta nambah 200rb dgn alasan yg warna biru harganya naik, akhirnya dikirim warna silver",Lebih dari 1 tahun lalu,Varian: 13 Pro 128GB - Sierra Blue,0,2026-03-12T02:16:23.545294
d745c55993b3,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,V***y,2,"Cellular data gak muncul, admin di chat slowrespon pdhl online udh mau sejem 👍",Lebih dari 1 tahun lalu,Varian: 13 Pro 128GB - Graphite IBOX,0,2026-03-12T02:16:23.695422
ee1a85995514,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"barang sih ok berfungsi dengan baik, tapi yang disayangkan janji penjual tidak sesuai, sebelum saya bayar saya sudah pastikan apakah masih dapat free hydrogelnya, katanya...",Lebih dari 1 tahun lalu,Varian: Promax 256GB - Sierra Blue,0,2026-03-12T02:16:37.437238
a7d41efd2a8c,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,IMEI belum terdaftar jdi tidak bsa pakai sinyal indo JANGAN BELI DARI SINI,Lebih dari 1 tahun lalu,Varian: Promax 256GB - Graphite,0,2026-03-12T02:16:37.664650
7705ed8ed5d3,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,H***y,3,"Judul produknya perlu diperjelas. Judulnya iBox tp opsi produknya ga semuanya iBox ada inter jg. Interpun ga kasih tulisannya inter. Jadi yg mo order, bener2 dbaca aja. K...",Lebih dari 1 tahun lalu,Varian: Promax 256GB - Sierra Blue,0,2026-03-12T02:16:49.767628
7d17129a5d1c,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,3,"Proses lambat, 2jam, pengiriman hanya 30 menit. Janji mau dikasih screen protector (kalau masih ada) tdk dikasih dan tidak ada berita. Ditanya baru dijawab habis. Sy kec...",Lebih dari 1 tahun lalu,Varian: Promax 256GB - Silver IBOX,0,2026-03-12T02:16:49.995378
8f58407a575b,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,h***n,2,warna tidak sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Promax 128GB - Green IBOX,0,2026-03-12T02:16:50.315560
1d932cdea56f,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,A***q,2,"IMEI HP tidak terdaftar, ketika di complain proses nya lama, baru di proses 10 hari telahcomplain.",Lebih dari 1 tahun lalu,Varian: 13 Pro 256GB - Gold,0,2026-03-12T02:16:58.093783
ca68b9f8fccb,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,A***n,2,"Barang original, signal aman.. tetapi saya dapat barang produksi jepang dan saya tidak bisa silent camera.. memang saya tidak request utk bukan product jepang krn saya ti...",Lebih dari 1 tahun lalu,Varian: 13 Pro 256GB - Gold,0,2026-03-12T02:16:58.259710
b9368635c418,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,3,Tidak sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: 13 Pro 256GB - Sierra Blue,0,2026-03-12T02:17:03.242510
33073f4b59ac,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,S***a,1,"Halo, untuk itemnya kurang sesuai nih, karena pada saat di deskripsinya juga ga ada disebutkan untuk inter nya dari mana saja, sehingga pada akhirnya saya terima barangny...",Lebih dari 1 tahun lalu,Varian: Promax 256GB - Graphite,0,2026-03-12T02:17:03.414710
af2ec94a4759,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,A***a,1,Kalau beli di toko ini harus sabar-sabar setidaknya jangan pesan instan kurir karena udah pasti ngga akan terkirim sesuai ekspektasi. Barang yg dijual bagus tapi sama sek...,Lebih dari 1 tahun lalu,Varian: Promax 256GB - Blue IBOX,0,2026-03-12T02:17:03.582196
c8f6105cc00b,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,B***e,1,"IMEI TIDAK TERDAFTAR DI KEMENPERIN, dan tidak bisa di telp seluler.. gmn solusinya??",Lebih dari 1 tahun lalu,Varian: Promax 256GB - Sierra Blue,0,2026-03-12T02:17:03.773792
698f11d7ce8e,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,F***y,1,"Mohon maaf saya berikan b1 , saya kecewa sekali dengan pelayanannya saya ingin return ke iphone 512 GB tapi di tolak dan tanpa alasan yang jelas dan kemudian klo mau retu...",Lebih dari 1 tahun lalu,Varian: Promax 128GB - Graphite IBOX,0,2026-03-12T02:17:03.955269
c3673ab2b26d,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,Courier stole the product. Never order a mobile phone through Tokopedia. A refund will take a month. It isn’t worth the hassle to try to save Rp1-2 million.,Lebih dari 1 tahun lalu,Varian: 13 Pro 256GB - Sierra Blue,0,2026-03-12T02:17:04.153870
42d3afb5925e,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"BARANG TIDAK ADA JARINGAN DARI AWAL BELI, KOMPLAIN JUGA LAMA PROSES NYA..!!",Lebih dari 1 tahun lalu,Varian: Promax 128GB - Gold,0,2026-03-12T02:17:04.388503
fb04cb6e76a6,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,Anonymous,1,"Baru kali ini beli hape bermasalah sinyalnya, sebelum review saya dibalas dengan""kalau mau aktif beli yang ibox gan, jangan yang inter, tolong lebih bijak dalam memah...",Lebih dari 1 tahun lalu,Varian: Promax 256GB - Silver,0,2026-03-12T02:17:04.611930
c29fdf33284a,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,E***o,1,"Imei dibilang aman, ternyata ga ad sinyal. Sudah dicomplain dari juli 2022. Dibilang ada solusi utk di daftarin. Ttp aj ga di daftar. Jangan dipercayaiin ini. Manager aj...",Lebih dari 1 tahun lalu,Varian: Promax 128GB - Graphite,0,2026-03-12T02:17:07.388691
4bf27c3252dc,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,S***e,1,"HATI2 GUYS YANG MAU BELI DARI TOKO INI! Imei tidak terdaftar, katanya mau dibantu tapi kemudian diulur2 dan super slow respon. Minta bukti registrasi on process tidak dik...",Lebih dari 1 tahun lalu,Varian: 13 Pro 256GB - Sierra Blue,0,2026-03-12T02:17:07.556837
222c5c091e99,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,A***i,1,"3 bulan pakai sinyal hilang, hati hati, jangan beli disini",Lebih dari 1 tahun lalu,Varian: Promax 128GB - Graphite,0,2026-03-12T02:17:07.693605
51498a9c6fde,https://www.tokopedia.com/studioponsel/apple-iphone-17-pro-1tb-512gb-256gb-a19-pro-new-garansi-resmi-1734421119254300466,"Apple iPhone 17 Pro 1TB | 512GB | 256GB A19 Pro New Garansi Resmi - 256GB, Deep Blue",Studio Ponsel Store,R***o,1,"Ini buat kalian yang mau beli di Toko ini ya mudah-mudahan ulasan saya ini membantu kalian yg mau beli handphone di Toko ini , saya ada 2 order iphone 13 promax Dan Googl...",Lebih dari 1 tahun lalu,Varian: Promax 128GB - Sierra Blue,0,2026-03-12T02:17:07.840590
