review_id,product_url,product_name,store_name,reviewer_name,rating,review_text,review_date,variant,helpful_count,scraped_at
cbe0a0a66be4,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,T***d,5,Kejernihan lensa: bagus no minus Kualitas pengerjaan: bagus no minus gilak gak nyesel beli disini 3/4 hari udah sampai cepat banget padahal bulan puasa loh lagi numpuk pa...,2 hari lalu,Varian: 256GB - Lavender,0,2026-03-10T01:43:10.047416
52bc33ed0726,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,X***s,5,Belnja di ce wenny wijaya pasti terpercaya dan harga murahhh,1 bulan lalu,Varian: 256GB - Lavender,0,2026-03-10T01:43:10.143128
0e378a698067,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,Y***u,5,"jangan ragu klo mau beli, aman banget gesss, powoll amann",1 hari lalu,Varian: 256GB - Lavender,0,2026-03-10T01:43:10.235946
dee0eced96bf,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,H***w,5,Cuma mau dapat bonus wkwkwkwkwwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwwkwk,4 minggu lalu,Varian: 256GB - Mist Blue,0,2026-03-10T01:43:10.333028
82285b3e5ddb,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,X***r,5,"Mendarat dengan selamat, packing aman",2 bulan lalu,Varian: 256GB - Mist Blue,0,2026-03-10T01:43:10.430406
4fa1f709e1f5,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,I***t,5,Mantap top markotop,2 hari lalu,Varian: 256GB - Sage,0,2026-03-10T01:43:10.526170
be68f63267cf,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,R***e,5,"Pokonya setelah dicek isi hp semua aman, Packaging Double bubble wrap dan aman, ORI dpt IMEI sesuai permintaan 🙏🏻",2 bulan lalu,Varian: 256GB - Mist Blue,0,2026-03-10T01:43:10.616320
fdd249001429,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,O***o,5,mantap sesuai aman,,Varian: 256GB - Black,0,2026-03-10T01:43:10.750457
a4d19354b57d,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,V***v,5,wowww,3 hari lalu,Varian: 256GB - Black,0,2026-03-10T01:43:10.849245
6c151340e8d7,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,H***n,5,Mantap,2 bulan lalu,Varian: 256GB - White,0,2026-03-10T01:43:10.955779
c89630b6697d,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,E***v,5,"Pesanan sesuai deskripsi produk dan pengiriman tepat waktu, awalnya mau co samsung s25 tiba"" kepincut iphone🤣 Diskonnya jg lumayan gede,dibandingkan beli langsung k...",2 bulan lalu,Varian: 256GB - Mist Blue,0,2026-03-10T01:43:13.674734
eb713dc86759,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,B***s,5,mintanya yg pa/a tpi ktanya yg ada sa/a eh pas udah dtang pa/a makasih bngett kak. terpercaya banget,1 bulan lalu,Varian: 256GB - Lavender,0,2026-03-10T01:43:13.771544
1932fe2e184b,https://www.tokopedia.com/agadget-10/asm-x-wenny-apple-iphone-17-basic-256gb-512gb-garansi-resmi-1732913760287163974,"(ASM x Wenny) Apple iPhone 17 Basic 256GB 512GB Garansi Resmi - 256GB, Sage",ASM Gadget,S***u,5,Sesuai yg dipesan Ga da rusak sedikit pun dan sdh 2x beli disini aman.. ok lah pokoknya,2 bulan lalu,Varian: 256GB - Black,0,2026-03-10T01:43:13.874933
