review_id   , product_url                                                                                                                                                                                            , product_name                                                                                                                                              , store_name                , reviewer_name, rating, review_text                                                                                                                                                                    , review_date            , variant                                        , helpful_count, scraped_at
e34163942ac3, https://www.tokopedia.com/pandawatiga/kohcun-x-pdw-iphone-17-garansi-resmi-1733511862828107015                                                                                                         , "(KOHCUN X PDW) iPhone 17 - Garansi Resmi - LAVENDER, 256GB"                                                                                              , Pandawatiga.              , F***r        ,      5, Respon cepat                                                                                                                                                                   , 1 bulan lalu           , Varian: BLACK - 256GB                          ,             0, 2026-03-12T01:24:29.536179
d376a2eb21a6, https://www.tokopedia.com/pandawatiga/iphone-17-pro-max-garansi-resmi-1732794616601281799                                                                                                              , "iPhone 17 Pro Max - Garansi Resmi - ORANGE, 512GB"                                                                                                       , Pandawatiga.              , S***i        ,      5, Pengiriman cepat...garansi resmi...packing aman                                                                                                                                , 4 bulan lalu           , Varian: ORANGE - 512GB                         ,             0, 2026-03-12T01:24:46.841975
3b192b5f668c, https://www.tokopedia.com/pandawatiga/805-x-pdw-iphone-17-garansi-resmi-1732947346984502535                                                                                                            , "(805 X PDW) iPhone 17 - Garansi Resmi - LAVENDER, 256GB"                                                                                                 , Pandawatiga.              , Anonymous    ,      5, "Barang oke, seller cepat kirim, thanks!"                                                                                                                                      , 3 bulan lalu           , Varian: BLACK - 256GB                          ,             0, 2026-03-12T01:25:03.540251
cb02834728ea, https://www.tokopedia.com/pandawatiga/805-x-pdw-iphone-17-garansi-resmi-1732947346984502535                                                                                                            , "(805 X PDW) iPhone 17 - Garansi Resmi - LAVENDER, 256GB"                                                                                                 , Pandawatiga.              , V***z        ,      5, "Pengiriman cepat juga.. thx kak, sage udh terima.."                                                                                                                           , 2 bulan lalu           , Varian: SAGE - 256GB                           ,             0, 2026-03-12T01:25:03.663801
cc76cb8d8b1d, https://www.tokopedia.com/pandawatiga/805-x-pdw-iphone-17-garansi-resmi-1732947346984502535                                                                                                            , "(805 X PDW) iPhone 17 - Garansi Resmi - LAVENDER, 256GB"                                                                                                 , Pandawatiga.              , T***n        ,      5, mantap                                                                                                                                                                         , 3 bulan lalu           , Varian: SAGE - 256GB                           ,             0, 2026-03-12T01:25:03.837005
cc19f9de4c88, https://www.tokopedia.com/pandawatiga/805-x-pdw-iphone-17-garansi-resmi-1732947346984502535                                                                                                            , "(805 X PDW) iPhone 17 - Garansi Resmi - LAVENDER, 256GB"                                                                                                 , Pandawatiga.              , N***c        ,      1, Pengiriman super lama. Dus peyok2                                                                                                                                              , 1 bulan lalu           , Varian: SAGE - 256GB                           ,             0, 2026-03-12T01:25:03.994137
1f95c1caacc3, https://www.tokopedia.com/pandawatiga/805-x-pdw-iphone-17-garansi-resmi-1732947346984502535                                                                                                            , "(805 X PDW) iPhone 17 - Garansi Resmi - LAVENDER, 256GB"                                                                                                 , Pandawatiga.              , Q***c        ,      5, 𝚂𝚊𝚖𝚙𝚊𝚒 𝚍𝚎𝚗𝚐𝚊𝚗 𝚔𝚎𝚊𝚍𝚊𝚊𝚗 𝚋𝚊𝚒𝚔 𝚍𝚊𝚗 𝚋𝚎𝚛𝚜𝚎𝚐𝚎𝚕. 𝙸𝚙𝚑𝚘𝚗𝚎 17 𝚜𝚊𝚐𝚎 𝚝𝚎𝚛𝚒𝚖𝚊𝚔𝚊𝚜𝚒𝚑                                                     , 3 bulan lalu           , Varian: SAGE - 256GB                           ,             0, 2026-03-12T01:25:04.163884
af58e082dddd, https://www.tokopedia.com/gudang-hp/k-iphone-17-256-gb-i-512-gb-garansi-resmi-1732749467452540840                                                                                                      , "[K] iPhone 17 256 GB I 512 GB Garansi Resmi - Black , 256 GB"                                                                                            , Gudang-HP                 , S***s        ,      5, sesuai pesanan                                                                                                                                                                 , 3 bulan lalu           , Varian: White - 256 GB                         ,             0, 2026-03-12T01:25:21.454256
42df75a2a657, https://www.tokopedia.com/gudang-hp/k-iphone-17-256-gb-i-512-gb-garansi-resmi-1732749467452540840                                                                                                      , "[K] iPhone 17 256 GB I 512 GB Garansi Resmi - Black , 256 GB"                                                                                            , Gudang-HP                 , N***u        ,      5, Mendarat dengan selamat ke kalbar                                                                                                                                              , 2 bulan lalu           , Varian: Mist Blue - 256 GB                     ,             0, 2026-03-12T01:25:21.573862
01ce01636aff, https://www.tokopedia.com/protech-mobile/tp-apple-iphone-17-256gb-garansi-resmi-indonesia-a19-chip-ios-26-dual-kamera-48mp-6-3-inch-super-retina-xdr-oled-120hz-1733489712982361847                    , "[ TP ] APPLE IPHONE 17 256GB GARANSI RESMI INDONESIA | A19 CHIP | IOS 26 | DUAL KAMERA 48MP | 6.3"" INCH SUPER RETINA XDR OLED 120Hz - NON BUNDLE, BLACK", Protech Mobile            , P***a        ,      5, "packing rapih, pengiriman cepat. thanksss"                                                                                                                                    , 1 minggu lalu          , Varian: NON BUNDLE - MIST BLUE                 ,             0, 2026-03-12T01:25:38.519020
ec9b8a349507, https://www.tokopedia.com/ljsofficial/iphone-17-pro-256-gb-512-gb-1tb-garansi-resmi-indonesia-1733234059489412510                                                                                      , "Iphone 17 Pro 256 GB 512 GB 1TB Garansi Resmi Indonesia - Orange, 512GB"                                                                                 , LJS Phone                 , Anonymous    ,      5, Barang sesuai unit segel garansi ****** aman.                                                                                                                                  , 4 bulan lalu           , Varian: Orange - 256GB                         ,             0, 2026-03-12T01:25:55.844082
69c1f2e31afa, https://www.tokopedia.com/ljsofficial/iphone-17-pro-256-gb-512-gb-1tb-garansi-resmi-indonesia-1733234059489412510                                                                                      , "Iphone 17 Pro 256 GB 512 GB 1TB Garansi Resmi Indonesia - Orange, 512GB"                                                                                 , LJS Phone                 , F***o        ,      5, terima kasih yah ka. paket sudah diterima dengan baik. seller amanah. sukses selalu yah seller                                                                                 , 4 bulan lalu           , Varian: Orange - 256GB                         ,             0, 2026-03-12T01:25:55.996731
4b00d3434e72, https://www.tokopedia.com/agresmobilebandung/tp-apple-iphone-17-256gb-garansi-resmi-indonesia-1734496463976432997                                                                                      , "[ TP ] APPLE IPHONE 17 256GB GARANSI RESMI INDONESIA - PROMO, BLACK"                                                                                     , AGRES MOBILE STORE BANDUNG, H***n        ,      3, sampai sekarang belum di kirim screen protector nya                                                                                                                            , 2 bulan lalu           , Varian: PKT BASIC A - BLACK                    ,             0, 2026-03-12T01:27:45.858296
7c160cbc512c, https://www.tokopedia.com/agresmobilebandung/tp-apple-iphone-17-256gb-garansi-resmi-indonesia-1734496463976432997                                                                                      , "[ TP ] APPLE IPHONE 17 256GB GARANSI RESMI INDONESIA - PROMO, BLACK"                                                                                     , AGRES MOBILE STORE BANDUNG, Anonymous    ,      5, Sesuai pesanan                                                                                                                                                                 , 2 bulan lalu           , Varian: NON BUNDLE - WHITE                     ,             0, 2026-03-12T01:27:46.058716
1f99b406365b, https://www.tokopedia.com/dootacellular/exclusive-live-robi-bois-iphone-17-256gb-i-512gb-garansi-resmi-apple-indonesia-1732940977241621887                                                             , "( Exclusive Live Robi Bois ) Iphone 17 256GB I 512GB Garansi Resmi Apple Indonesia - 256GB, Mist Blue"                                                   , DOOTA CELLULAR            , Z***e        ,      5, "Sesuai Request , Seller ramah"                                                                                                                                                , 1 bulan lalu           , Varian: 256GB - Mist Blue                      ,             0, 2026-03-12T01:30:43.170507
3328ed661618, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , Anonymous    ,      5, "Barang sesuai yang dipesan, seller amanah, fast respon, ada kendala langsung dibantu pokoknya the best, nggak nyesal beli disini, sukses terus digitech"                      , 2 minggu lalu          , Varian: 256GB Sage - Non Bundling              ,             0, 2026-03-12T01:31:10.907055
b6549c40b844, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , M***y        ,      5, Pengiriman cepat. Barang original dan berfungsi dengan baik. Garansi aktif                                                                                                     , 2 bulan lalu           , Varian: 256GB - Lavender                       ,             0, 2026-03-12T01:31:11.090456
ad08e81e7387, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , S***n        ,      5, Iphone berfungsi dgn baik. semoga awet :) brand new in box dan garansi resmi. harga pun bersaing. jgn ragu2 yang mau beli ;)                                                   , 4 bulan lalu           , Varian: 256GB - Lavender                       ,             0, 2026-03-12T01:31:11.330487
159836667fa4, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , T***q        ,      5, Sejauh ini aman semoga awet ga trouble                                                                                                                                         , 1 bulan lalu           , Varian: 256GB Black - Non Bundling             ,             0, 2026-03-12T01:31:11.530636
57b5a949ce29, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , Anonymous    ,      5, "puas barang smp ,seler ramah oryginal resmi pastinya."                                                                                                                        , 1 bulan lalu           , Varian: 256GB Mist Blue - Bundle Lengkap       ,             0, 2026-03-12T01:31:11.842484
7b5c7ef966c0, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , X***k        ,      5, "Kejernihan lensa: Ok Kualitas pengerjaan: Ok Jika yang mau beli handphone, di mari aja DIGITECH , terutama iphone, harga terjangkau, unit resmi bergaransi bli bli, seller...", 2 bulan lalu           , Varian: 256GB - Lavender                       ,             0, 2026-03-12T01:31:12.040613
8bdc627024df, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , A***e        ,      5, Barang BNIB garansi aktif 1thn. Keren bgt. Tksh seller 👍👍👍                                                                                                                  , 2 bulan lalu           , Varian: 256GB - White                          ,             0, 2026-03-12T01:31:12.239825
63e108a233c4, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , Anonymous    ,      5, "Mantaaap….satset, gercep, komunikasi juga bagus semoga awet..."                                                                                                               , 1 bulan lalu           , Varian: 256GB - Black                          ,             0, 2026-03-12T01:31:12.487746
aed6a38a1f26, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , S***y        ,      5, "Kejernihan lensa: Bagus bersih bagusss keren, ini paket cuma 2 hari sampe pdhl estimasi 4 hari, Thankyou semoga aman terus"                                                   , 1 bulan lalu           , Varian: 256GB - Mist Blue                      ,             0, 2026-03-12T01:31:12.640353
83a7ac804f03, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , Anonymous    ,      5, "Kelasss banget dah pokoknya beli disini, dijamin ori resmi indo, aman"                                                                                                        , 1 minggu lalu          , Varian: 256GB Black - Non Bundling             ,             0, 2026-03-12T01:31:12.852224
1f48c151a6ae, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , L***k        ,      5, barang original                                                                                                                                                                , 4 bulan lalu           , Varian: 256GB - Sage                           ,             0, 2026-03-12T01:31:15.640484
668a2fbb486c, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , Anonymous    ,      5, "mayan cakeplah, thank you"                                                                                                                                                    , 1 bulan lalu           , Varian: 256GB - Mist Blue                      ,             0, 2026-03-12T01:31:15.855732
5fefae7927b0, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , Y***a        ,      5, mantap aman sekali bro                                                                                                                                                         , 2 bulan lalu           , Varian: 256GB - Mist Blue                      ,             0, 2026-03-12T01:31:16.019759
9a2fb0956f3f, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , B***y        ,      5, mendarat dengan aman                                                                                                                                                           , 3 bulan lalu           , Varian: 256GB - Sage                           ,             0, 2026-03-12T01:31:16.376621
5b5cfa007293, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , R***m        ,      4, Sejauh ini aman                                                                                                                                                                , 4 bulan lalu           , Varian: 256GB - Lavender                       ,             0, 2026-03-12T01:31:16.648335
cf90b58b6978, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , A***i        ,      5, nice bgt pokoknya                                                                                                                                                              , 1 bulan lalu           , Varian: 256GB Black - Non Bundling             ,             0, 2026-03-12T01:31:16.921586
61bae282a2d8, https://www.tokopedia.com/digitechmall/digitech-apple-iphone-17-256gb-512gb-id-sa-pa-a-garansi-resmi-1734244750945388147                                                                               , "[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB Black, Non Bundling"                                                      , Digitech Mall             , S***a        ,      5, "barang masih disegel, pelayanan cepat cuman kurang casenya aja"                                                                                                               , 1 hari lalu            , Varian: 256GB Mist Blue - Bundle Lengkap       ,             0, 2026-03-12T01:31:17.175804
